name,x,y,z,time_in,time_out
onwprvdi,0.82,0.183,0.195,969,1184
ywdxwfmu,0.792,0.024,0.104,740,1494
gklmoowt,0.794,0.499,0.64,574,706
ocssnuqt,0.304,0.634,0.588,43,478
zmuxgkbo,0.457,0.981,0.409,965,1276
nnjxexfl,0.728,0.337,0.691,813,1069
copeqbmc,0.906,0.967,0.311,358,714
ullgptls,0.111,0.665,0.808,712,1381
cwuwuoof,0.614,0.957,0.709,576,1024
glsmhubb,0.322,0.249,0.631,453,960
uzflckvw,0.442,0.689,0.528,317,1201
qqtadsyf,0.674,0.78,0.642,869,1300
cgtaldwf,0.329,0.929,0.754,905,1733
lbwxiaif,0.496,0.502,0.181,854,1671
tskavyxh,0.365,0.034,0.767,911,1222
vikasadv,0.062,0.669,0.156,974,1433
auxpzcxw,0.709,0.908,0.352,707,1545
ijvctjjs,0.523,0.333,0.239,399,1464
iudmkffq,0.618,0.77,0.461,31,1990
mntzohbe,0.559,0.401,0.536,254,1085
nxdvjmaw,0.942,0.67,0.393,111,234
dwetdzxx,0.605,0.522,0.963,299,1226
nfflkbsc,0.413,0.778,0.233,884,1625
mopvkmnq,0.261,0.584,0.619,108,278
xwcrenst,0.359,0.685,0.208,23,174
igqqkkqz,0.861,0.006,0.944,783,1254
qqnuomqp,0.654,0.226,0.909,941,1289
pmszylby,0.191,0.438,0.221,748,1982
holfigqy,0.546,0.962,0.965,765,935
hrvounsh,0.997,0.14,0.757,951,1800
qbkyveha,0.378,0.64,0.504,546,990
smaypmmm,0.359,0.847,0.857,433,1527
usvtlxop,0.086,0.17,0.825,512,1327
ttmrhknl,0.387,0.263,0.861,839,1387
scpuehjo,0.359,0.026,0.529,670,1258
qoclyura,0.336,0.166,0.88,865,1498
khyktkvp,0.836,0.495,0.739,541,1293
nggipbij,0.05,0.95,0.915,511,1619
cexmrjup,0.957,0.551,0.962,939,1018
ysrretol,0.611,0.08,0.561,395,456
visbqjmf,0.79,0.279,0.794,814,1047
txmpqvbp,0.451,0.204,0.517,434,1879
waufbegd,0.488,0.131,0.412,849,1295
pelvxvor,0.799,0.291,0.447,626,934
vhsrvzts,0.339,0.353,0.477,83,989
agpdcdas,0.516,0.009,0.198,568,857
irqrbgmo,0.921,0.457,0.994,111,1497
axioeofy,0.567,0.589,0.249,445,978
dmzfktsw,0.337,0.186,0.051,469,1694
wrhbmack,0.096,0.202,0.209,720,1452
bakjbaaj,0.441,0.121,0.228,538,1764
gypakekb,0.751,0.923,0.634,342,1565
zinlndrk,0.593,0.227,0.443,504,579
nbiaxwic,0.332,0.188,0.792,732,834
oivcintr,0.302,0.617,0.676,74,782
esiderij,0.968,0.098,0.105,993,1720
ewbbynuv,0.327,0.309,0.545,257,1546
pnehxuje,0.298,0.7,0.381,363,1844
ycueymza,0.789,0.674,0.555,422,1872
oeuflxvk,0.463,0.623,0.238,348,479
ksdiptte,0.573,0.446,0.358,765,1603
hdfyeosq,0.871,0.236,0.718,733,1119
odnxwgzn,0.625,0.16,0.209,565,1973
dnpwhohq,0.197,0.087,0.429,589,1055
rpxeoezj,0.082,0.17,0.103,201,1163
irjuweuv,0.964,0.908,0.053,305,1913
lezdfeeh,0.849,0.309,0.969,995,1972
xlogcfal,0.686,0.413,0.935,712,1426
itbdhdqs,0.217,0.034,0.829,107,1256
gsotmfsg,0.656,0.409,0.019,520,1099
qufcnezi,0.301,0.52,0.565,694,1352
kwewvhwj,0.507,0.111,0.767,524,1376
gouxvtaq,0.636,0.234,0.122,315,1902
hkxebkpy,0.545,0.503,0.514,353,1935
gopgftdc,0.429,0.407,0.629,483,1974
plnmjkda,0.669,0.398,0.923,530,1109
mfelyixb,0.754,0.941,0.846,483,1882
uyyoicuc,0.299,0.003,0.342,987,1779
wfrvkkbu,0.858,0.445,0.704,349,1127
qmhfwtje,0.585,0.617,0.626,103,931
thtafygr,0.132,0.399,0.657,462,729
xnjkfsao,0.314,0.167,0.761,440,611
fobhbhtc,0.618,0.01,0.798,566,1883
htshpphx,0.806,0.265,0.561,169,773
qplwodfu,0.401,0.288,0.31,915,954
lnmsaowv,0.247,0.656,0.762,558,660
ssjhxejt,0.945,0.303,0.868,313,607
uavfagyh,0.476,0.82,0.032,515,562
phhxwknc,0.188,0.844,0.564,231,522
hnfxubnf,0.265,0.385,0.177,131,1326
yaqstngi,0.124,0.545,0.33,462,1429
eydmpxpc,0.828,0.775,0.295,493,1137
xcqoyssy,0.593,0.459,0.194,21,1959
thodatlg,0.868,0.4,0.928,63,387
bpclrgdx,0.57,0.861,0.697,629,669
zbubsgqv,0.72,0.392,0.538,364,1221
xsfkerlx,0.005,0.009,0.68,107,1198
dqzlbdqn,0.131,0.756,0.411,17,295
sbwvyvgv,0.393,0.476,0.946,990,1047
pkuqefnv,0.954,0.267,0.866,220,1977
zcnucyxm,0.358,0.667,0.394,188,1515
meefpyju,0.176,0.408,0.647,359,1771
fogunpwx,0.291,0.225,0.767,606,1533
tjbqdjkh,0.723,0.477,0.712,273,1356
iskeqqhq,0.386,0.459,0.199,89,591
efljwohh,0.253,0.516,0.32,743,1555
sowjvauy,0.016,0.233,0.58,515,763
ddsiqzdn,0.746,0.376,0.166,892,1357
ckvxucxu,0.163,0.684,0.435,413,1128
hbebpcsm,0.645,0.035,0.113,145,708
gssxybxr,0.069,0.89,0.065,971,992
hajxhquv,0.622,0.438,0.077,737,1872
acypbezw,0.356,0.976,0.695,353,478
wmrifvqo,0.173,0.505,0.369,692,1166
zwokhhyl,0.794,0.525,0.798,995,1573
wgwqemdf,0.131,0.141,0.09,829,1229
bzcfsqfq,0.796,0.464,0.421,460,1291
hjgrpycn,0.749,0.541,0.366,744,1196
plsahcni,0.375,0.766,0.614,596,1966
rnujsbtv,0.718,0.594,0.285,831,1806
crecuhvj,0.491,0.382,0.108,623,754
yjtijrpr,0.493,0.013,0.273,357,955
eylkflih,0.885,0.683,0.82,161,927
biayztah,0.102,0.309,0.829,303,1419
hoadwkpf,0.396,0.829,0.361,515,673
ujirmoxw,0.551,0.508,0.629,1,1433
rstotttp,0.801,0.702,0.737,314,1678
gffmrvdf,0.935,0.844,0.936,84,1464
efwtbiya,0.828,0.176,0.713,225,1713
ctvjouqn,0.208,0.467,0.052,278,1266
vzruxarn,0.164,0.277,0.927,322,1373
ipreqqgw,0.673,0.66,0.957,909,1387
njqfoejq,0.074,0.309,0.59,471,1684
axtrezcr,0.71,0.168,0.024,855,1278
clbqevwg,0.524,0.139,0.595,689,1000
tksogods,0.981,0.431,0.354,228,656
joilwqdt,0.262,0.401,0.622,9,92
njrgvdlt,0.45,0.319,0.3,474,1232
pfgzvspu,0.271,0.952,0.256,376,1003
lqulnomk,0.873,0.596,0.616,144,1019
rhofiqte,0.238,0.51,0.505,63,845
prlniama,0.476,0.525,0.624,558,1681
qfcxbyiy,0.189,0.41,0.284,840,1694
gkfbkrrr,0.534,0.246,0.798,169,1142
dgatjort,0.789,1.0,0.981,149,1748
rpilbsyk,0.876,0.968,0.633,408,1867
gnxfpgbw,0.929,0.859,0.803,156,1832
rmbpdgnd,0.133,0.568,0.83,47,1721
mkgujvzs,0.68,0.259,0.166,109,383
ykrwsxco,0.653,0.143,0.756,967,1143
lsrptyzz,0.119,0.009,0.363,187,1289
cyxongjs,0.035,0.74,0.255,821,933
iguogisi,0.904,0.814,0.253,768,1303
psgjtkkr,0.927,0.23,0.305,24,1296
kyvsziym,0.692,0.617,0.924,673,683
gkhugedf,0.257,0.595,0.584,491,1097
xasjpnuo,0.588,0.859,0.494,517,1659
qmkgywew,0.491,0.397,0.03,185,891
wyabeuyf,0.943,0.983,0.723,11,326
bjkibvho,0.684,0.307,0.96,457,1390
wnncftgi,0.253,0.916,0.056,752,1596
uyhsmvgx,0.262,0.113,0.846,101,835
bafmyode,0.543,0.036,0.023,59,502
mvzxfxcx,0.275,0.754,0.817,113,1192
hzcqbisd,0.758,0.827,0.388,618,1485
rvmoltwd,0.033,0.122,0.749,124,1660
ckchfneb,0.537,0.511,0.55,512,836
vdqnhcgt,0.733,0.657,0.233,899,962
ovfrkohw,0.812,0.762,0.795,135,1394
ppjejmsr,0.169,0.123,0.983,681,1340
upyeesdc,0.81,0.116,0.594,537,1372
llnccueg,0.326,0.43,0.457,818,1917
vaxmyubx,0.977,0.667,0.895,932,1216
cxwybycm,0.172,0.179,0.935,344,424
lzwrhvvm,0.406,0.52,0.726,888,1067
cyxkevru,0.703,0.98,0.053,833,1078
qrxzauhp,0.322,0.498,0.789,941,1859
mvapernl,0.578,0.011,0.033,758,1424
cuchsyaj,0.431,0.364,0.974,130,1571
unooxdzu,0.654,0.096,0.529,460,1248
ylupuiih,0.434,0.978,0.379,545,1119
eyizsjoc,0.732,0.873,0.925,293,376
oakubbfh,0.953,0.883,0.303,761,1713
pkubhhsu,0.025,0.051,0.62,302,665
cmzpazgb,0.822,0.497,0.002,293,491
cdbbaanq,0.828,0.577,0.597,762,1209
jlwunzxs,0.709,0.502,0.335,681,1474
nvqsrlkx,0.125,0.543,0.968,759,1373
ezruvsxo,0.558,0.058,0.923,893,1959
ihlufuts,0.979,0.512,0.798,118,194
ofegkquz,0.212,0.174,0.277,391,1825
aklescmc,0.098,0.109,0.522,560,1420
dxrpspmv,0.195,0.88,0.813,375,1007
mcjprfkv,0.759,0.999,0.157,687,1466
bqaqizku,0.886,0.548,0.099,929,1735
omgoirks,0.255,0.089,0.004,988,1592
xuhipaut,0.319,0.935,0.826,646,1050
xnkfejgq,0.522,0.706,0.145,266,438
ummnrhip,0.521,0.408,0.209,538,912
tjpgvzro,0.727,0.053,0.669,70,1468
wsqjcqzv,0.482,0.216,0.586,998,1484
qxmqtipg,0.227,0.919,0.58,816,1732
kgdmgubc,0.381,0.021,0.521,955,1645
azllvmtz,0.012,0.848,0.812,975,1770
urtinijs,0.92,0.679,0.661,762,1777
vhevajdh,0.925,0.77,0.554,463,1204
cytmspro,0.507,0.053,0.543,935,1541
uvvdqlbo,0.487,0.055,0.749,436,1915
nrocmjcz,0.757,0.806,0.681,570,1479
bwdrhvhy,0.141,0.952,0.83,18,551
pwlxxzmz,0.312,0.933,0.24,151,367
plrkppmv,0.257,0.234,0.077,41,1575
iwkcnvyx,0.471,0.647,0.589,810,1488
vgtazevm,0.969,0.024,0.629,194,663
exaikhpa,0.865,0.475,0.338,485,1013
whmmajlk,0.211,0.203,0.283,797,1325
jwwvprkd,0.876,0.16,0.727,618,1767
hdwyvloe,0.34,0.624,0.028,411,1415
ukcocdjz,0.25,0.837,0.311,505,793
fnthnavt,0.414,0.543,0.454,190,1481
vsxhlbax,0.924,0.287,0.322,260,262
dgplwbmv,0.234,0.372,0.862,828,1726
bcxluljh,0.057,0.115,0.777,428,1289
pdovapzi,0.508,0.165,0.851,761,1592
hxwobjce,0.65,0.025,0.984,943,1433
sjxmkveq,0.486,0.736,0.486,785,887
dhxjsiga,0.892,0.556,0.254,943,1957
cowtktpd,0.922,0.494,0.541,844,1515
levsaanx,0.11,0.814,0.493,692,1419
mbfewftg,0.992,0.313,0.437,505,1243
pwhotnhh,0.991,0.53,0.668,960,1643
lhqlsxqh,0.872,0.904,0.281,366,467
vmlyorwm,0.403,0.982,0.92,122,882
hdxyhrmf,0.74,0.044,0.175,719,1223
wywbaazs,0.389,0.408,0.892,312,456
xdvlxppg,0.652,0.769,0.57,140,1269
bnkhbgwp,0.808,0.406,0.591,979,1929
xsqozbiv,0.075,0.474,0.562,831,1526
gnfeaxyd,0.533,0.29,0.835,210,572
olerrfpv,0.964,0.551,0.925,858,1011
jxmzadeb,0.503,0.945,0.068,169,612
uyvkmuqb,0.323,0.909,0.23,770,1073
qgsosdnv,0.607,0.654,0.138,392,1327
oydercxx,0.558,0.33,0.898,128,949
bauifurn,0.491,0.593,0.5,303,1343
eweklhdv,0.365,0.702,0.204,711,1839
bxoxjths,0.743,0.935,0.228,218,582
vlwosceh,0.558,0.337,0.761,128,617
jqazbwoz,0.558,0.254,0.385,70,1196
dzmkcwkb,0.562,0.887,0.509,813,1873
ubvxoqgb,0.572,0.923,0.629,209,1323
lakedtsv,0.023,0.715,0.372,741,1644
rhuexrok,0.011,0.589,0.349,56,753
sohnyghy,0.477,0.04,0.821,386,1661
oaitkzen,0.131,0.989,0.512,151,1644
hvdjnuca,0.968,0.331,0.375,797,1118
jnhuzwnn,0.934,0.635,0.293,119,371
vjywcaev,0.75,0.499,0.799,786,1642
wrtqrgke,0.923,0.361,0.83,82,431
jsmzmnqv,0.13,0.731,0.21,868,1383
nrsyzpnb,0.994,0.879,0.695,530,1791
ldkzxobo,0.806,0.936,0.345,127,998
ebhgonae,0.409,0.4,0.098,824,946
hfyckulg,0.642,0.349,0.685,482,537
mindcqdv,0.176,0.558,0.277,689,1884
mvjtydwl,0.352,0.263,0.796,914,1648
ytqptydq,0.408,0.237,0.166,740,994
mrvxizlp,0.972,0.877,0.744,487,1686
tfdjolfn,0.282,0.885,0.472,902,1223
wohcsvgx,0.095,0.224,0.016,883,969
kslutgpg,0.293,0.337,0.523,741,1692
gmwnpdzi,0.528,0.319,0.987,466,810
fyfdycdm,0.377,0.633,0.065,801,999
ssgbihsv,0.096,0.867,0.868,867,1376
lfmtzxeu,0.269,0.153,0.03,349,723
wvukrdqo,0.773,0.978,0.244,741,1350
obrxecfe,0.788,0.681,0.049,199,1571
fznzcorf,0.488,0.29,0.78,865,1846
ayornzai,0.884,0.435,0.507,698,1867
kempjhmc,0.924,0.685,0.576,966,1772
zrtajoqy,0.829,0.126,0.607,920,1568
hfwstdrf,0.648,0.941,0.045,228,1340
ogekgayh,0.593,0.035,0.359,649,1924
qlzsbewj,0.633,0.161,0.972,901,1965
mouogqet,0.555,0.172,0.802,203,326
elmmdrdi,0.087,0.619,0.678,944,1134
btuhopvh,0.428,0.174,0.178,755,1958
meqpkgnf,0.409,0.241,0.883,33,1959
mugodenr,0.981,0.393,0.464,877,1747
dqedpxcx,0.128,0.438,0.79,481,502
bmtounjp,0.834,0.474,0.517,469,1852
khuckicd,0.761,0.337,0.965,987,1207
gapvoemk,0.768,0.06,0.413,711,886
zgvtfzfm,0.458,0.432,0.135,691,1248
koeohaln,0.562,0.215,0.145,561,1454
wzotfjdj,0.454,0.611,0.451,623,1312
jxpbouqy,0.401,0.151,0.981,465,1722
hfwtjzhq,0.45,0.988,0.513,640,1975
laanakgz,0.547,0.907,0.771,828,1780
icbkehgh,0.873,0.226,0.042,353,1759
bjpfqcga,0.102,0.662,0.565,43,201
lwfblaop,0.886,0.375,0.09,774,1447
ddqzkbvn,0.872,0.672,0.427,634,1687
kbrnrxcb,0.558,0.041,0.281,232,480
mfculorj,0.752,0.38,0.351,798,1806
pazavkss,0.558,0.624,0.283,622,1832
amfklpbc,0.184,0.143,0.355,298,1468
voepqjtp,0.915,0.083,0.312,405,1354
iipriqhd,0.156,0.759,0.043,507,1905
umabiaar,0.163,0.385,0.66,725,1088
jsuhyenr,0.657,0.112,0.989,748,1463
aqgxzpyn,0.076,0.719,0.462,187,388
vwjhwezq,0.534,0.879,0.445,584,1831
ofvcolxb,0.702,0.972,0.397,295,1423
kuhlmfto,0.314,0.785,0.045,63,178
ivoivttw,0.887,0.546,0.384,799,1390
dmihhxjl,0.165,0.559,0.831,844,1732
vccjmhez,0.353,0.75,0.734,740,1231
ndblhdzk,0.312,0.764,0.805,734,1494
szhobrmj,0.441,0.496,0.875,41,1412
dxotkkrb,0.989,0.656,0.452,297,1401
wgsjvmcv,0.723,0.568,0.301,827,1171
lgpprews,0.527,0.796,0.07,930,1416
sjtufjbw,0.166,0.718,0.595,326,403
xjruqfji,0.784,0.314,0.51,144,1656
ervqtcld,0.427,0.316,0.251,312,477
mwvlufbd,0.138,0.123,0.817,723,946
gujgpjnn,0.2,0.777,0.554,961,1577
knbqvpuv,0.644,0.02,0.658,782,867
nrxpplyq,0.269,0.352,0.709,398,788
ajmosrdj,0.037,0.848,0.277,14,727
wdupltgu,0.626,0.76,0.13,453,673
iospgikv,0.16,0.917,0.352,804,1995
cgznbqsj,0.035,0.347,0.617,443,728
pqwhqsqm,0.224,0.415,0.633,640,782
blpsxyts,0.472,0.468,0.961,343,373
wcagxvyb,0.731,0.516,0.097,679,1503
sqwwtnow,0.419,0.785,0.049,310,1804
qvisiubo,0.874,0.847,0.383,170,1789
uehfjfvn,0.589,0.339,0.224,622,788
yukcdgqh,0.368,0.566,0.762,218,914
clprncjl,0.667,0.112,0.697,430,1767
khuflqwt,0.644,0.482,0.837,125,1299
xllwzose,0.62,0.865,0.607,818,833
dboyxrsz,0.801,0.662,0.759,167,821
xjmhhhee,0.14,0.601,0.039,257,1222
hawwwoys,0.573,0.368,0.528,690,702
btgqhocy,0.631,0.87,0.784,324,1645
axjtharn,0.679,0.616,0.604,481,616
ijkubewz,0.391,0.315,0.675,603,1698
ezrmddxl,0.128,0.536,0.888,280,779
ryenflux,0.081,0.473,0.048,200,211
dbudlvfd,0.843,0.1,0.147,838,1857
cixesmgr,0.258,0.293,0.208,515,1654
ypkukkvn,0.906,0.207,0.441,880,1978
lgwectgh,0.31,0.733,0.966,754,1118
bchplvut,0.298,0.681,0.499,708,1907
sefwhibw,0.54,0.438,0.448,494,1136
fehpmecu,0.917,0.1,0.728,199,1779
zzsaycaj,0.247,0.098,0.372,970,1360
zfpjpgna,0.988,0.087,0.571,548,699
fzeejojv,0.511,0.544,0.569,965,1381
czdrzvtw,0.769,0.011,0.809,159,1483
cjqpauie,0.265,0.526,0.271,944,1594
kygltxut,0.166,0.387,0.263,830,1022
ploimxan,0.794,0.135,0.434,235,501
uoobwpwp,0.139,0.461,0.258,881,1320
rqwxqidp,0.439,0.362,0.443,523,1922
uaxyncff,0.768,0.37,0.678,579,1199
bwgxdmxj,0.8,0.13,0.478,234,922
mfnavwzw,0.486,0.844,0.025,721,1767
umaccgox,0.458,0.485,0.199,832,879
mikxhzks,0.235,0.716,0.654,851,1608
drqcofhr,0.745,0.925,0.563,869,1569
xpsusijf,0.431,0.122,0.554,201,1156
pfchccqh,0.923,0.353,0.395,673,1818
xpgwyfgv,0.378,0.51,0.508,191,741
sarmahoq,0.922,0.248,0.218,383,1916
liljxqul,0.268,0.054,0.748,754,1828
ozxkvayi,0.664,0.42,0.757,478,1469
cxjzsecf,0.93,0.037,0.046,428,723
mpxwycrk,0.664,0.918,0.287,892,1513
ftslzfbf,0.247,0.558,0.221,820,945
ywgdgpfz,0.29,0.864,0.607,47,757
rljmscan,0.541,0.076,0.726,498,1325
xnrrtprq,0.978,0.619,0.473,788,1231
kbrtaamz,0.201,0.612,0.707,911,1349
bmcwhrwz,0.949,0.568,0.411,458,1889
refaejdk,0.938,0.645,0.847,708,1305
ypxafsfz,0.429,0.805,0.398,183,1673
loyitgkt,0.448,0.936,0.157,103,1631
fujvuupr,0.215,0.766,0.37,633,915
mtjzpdda,0.919,0.133,0.154,276,572
sursasoz,0.325,0.657,0.65,962,977
pxozdqjz,0.853,0.402,0.189,819,1309
zorsazsu,0.526,0.393,0.697,326,1571
grzsaptj,0.374,0.692,0.401,615,1966
rihzivbl,0.419,0.581,0.546,767,1254
qbixpjit,0.585,0.19,0.607,302,435
wujikbif,0.249,0.765,0.869,53,1125
xzeanuwc,0.711,0.799,0.846,721,1931
nmkrrjfy,0.409,0.355,0.79,619,1244
fhffcxps,0.408,0.489,0.172,246,1158
ssflxuco,0.994,0.899,0.061,162,1144
feuidgmj,0.888,0.961,0.63,94,689
wpfdlhxd,0.454,0.032,0.435,251,921
sjwwallg,0.36,0.745,0.83,9,661
scobwslo,0.322,0.342,0.193,291,630
zlegjrrm,0.62,0.392,0.344,742,918
copozloq,0.057,0.764,0.402,377,1326
pgurapjq,0.92,0.524,0.176,949,1853
roacbjro,0.875,0.66,0.618,88,1562
izocjzbw,0.44,0.841,0.684,897,1387
vzwqhulb,0.258,0.059,0.587,503,1534
oivwxwoo,0.894,0.607,0.81,738,1346
xsnbfhnx,0.288,0.725,0.961,308,949
ytfsoykj,0.314,0.407,0.244,524,1509
nhrtpdon,0.856,0.347,0.24,273,761
vjmkcqkl,0.558,0.849,0.155,448,1019
oogdzuth,0.026,0.683,0.808,273,1371
hotmmtcm,0.361,0.022,0.315,820,1046
lxhtoaah,0.154,0.223,0.32,425,887
wbzlqzjh,0.218,0.08,0.673,351,1460
oglrhqpf,0.442,0.731,0.381,221,1681
orisdnzt,0.283,0.017,0.38,673,1687
dnjfgcyu,0.21,0.372,0.917,638,1037
eaxaehlb,0.224,0.67,0.646,447,1677
ouyxemer,0.959,0.749,0.58,890,1336
uheounlk,0.438,0.019,0.344,621,1842
svmwmiaj,0.181,0.321,0.859,39,976
lvvieccl,0.55,0.87,0.879,102,1839
utnfwmik,0.419,0.168,0.777,410,813
ivyqnhdz,0.531,0.109,0.578,208,1342
zzgezdcf,0.907,0.659,0.109,342,1831
kthekxob,0.967,0.266,0.241,456,996
cngxyowp,0.698,0.363,0.861,825,1095
gwrcgthf,0.227,0.177,0.578,110,879
polbozmb,0.442,0.347,0.908,263,765
hodcwplm,0.73,0.345,0.331,461,1751
ygyehnkq,0.433,0.763,0.309,72,1309
uzrtlbsk,0.989,0.471,0.959,975,1086
olxrpsmm,0.35,0.268,0.118,202,1293
mxwchunc,0.114,0.144,0.425,72,957
iyuzkkzc,0.453,0.226,0.216,760,1278
otslpdho,0.627,0.913,0.688,456,616
scfveyym,0.575,0.759,0.376,347,1754
gjtgifea,0.276,0.391,0.06,965,1088
gsunabia,0.747,0.92,0.299,233,504
gsmhexvj,0.421,0.777,0.786,780,969
ynkrokwz,0.227,0.104,0.907,350,1328
cmfjtbeg,0.353,0.437,0.879,426,1669
virnbihh,0.291,0.815,0.601,600,1716
qpxsiwqq,0.057,0.815,0.765,947,1076
prhxqmva,0.092,0.369,0.578,810,1165
jlaumqhx,0.993,0.371,0.244,453,540
qfgmhemx,0.302,0.661,0.801,665,681
issxidif,0.307,0.752,0.607,384,442
rkbyczer,0.672,0.264,0.67,312,964
fxxqllmn,0.993,0.232,0.222,129,1517
tlmdaukr,0.096,0.169,0.593,768,1755
lyaydrsh,0.454,0.389,0.074,361,1563
gxwgfgoa,0.245,0.553,0.109,278,1274
xispkcpn,0.147,0.079,0.284,774,1621
ozsgvase,0.697,0.165,0.84,395,1420
norbzhxb,0.442,0.486,0.216,463,1784
iynmqfkk,0.058,0.862,0.044,143,1092
vbykkewk,0.92,0.643,0.739,537,1586
qxqzfdvv,0.373,0.263,0.451,299,769
puelhegs,0.046,0.085,0.491,513,755
jprelhfc,0.653,0.435,0.138,146,1943
wwxhsouz,0.368,0.354,0.162,299,1757
lmwegafw,0.028,0.171,0.203,798,1331
emqsqiuh,0.872,0.435,0.339,660,1941
uvnraoyr,0.232,0.627,0.856,507,1117
jhmvdbsp,0.871,0.98,0.681,558,1831
szwalfqr,0.443,0.876,0.8,433,1347
qigflqrb,0.72,0.849,0.725,908,1953
oahkehfp,0.979,0.594,0.868,687,1443
gyxvghcz,0.734,0.643,0.505,24,986
tuieoure,0.11,0.535,0.549,84,1277
lpuxheav,0.233,0.942,0.792,265,1304
tjdiupaf,0.455,0.003,0.876,18,422
hamnpamm,0.206,0.57,0.86,804,1511
rxklknpt,0.405,0.015,0.938,565,1072
kfkqcvfv,0.298,0.476,0.708,857,1512
yqxmjhpu,0.91,0.379,0.758,666,1429
ubxwszem,0.638,0.602,0.036,984,1471
uhyrgmkx,0.734,0.192,0.018,597,1091
esiefwou,0.31,0.86,0.617,253,1728
tzbabuqc,0.595,0.725,0.936,111,1346
whtxvbpl,0.914,0.887,0.363,289,501
cmwmbpar,0.376,0.118,0.992,388,1506
jdkueqqc,0.754,0.677,0.844,421,585
hlqqiwrp,0.538,0.792,0.021,832,900
foedwnbh,0.579,0.71,0.446,985,1271
rdscltlh,0.974,0.477,0.203,984,1456
xtzyuzig,0.335,0.202,0.024,652,1957
fucbiqig,0.498,0.427,0.097,162,1171
eighjzig,0.755,0.167,0.081,268,1597
fkekwecs,0.6,0.828,0.618,542,1417
ikzdtvyj,0.052,0.595,0.353,972,1270
zazegtev,0.373,0.841,0.475,877,1677
afqpruub,0.373,0.002,0.747,923,1131
yadzcnnv,0.15,0.977,0.314,919,1315
xbkrxzxt,0.971,0.042,0.717,833,1598
mxnplqew,0.209,0.429,0.158,581,1476
gubbwnog,0.471,0.066,0.419,694,1194
uajffiji,0.998,0.199,0.07,147,757
tjabwwmj,0.801,0.596,0.281,242,1650
mgueoqwn,0.644,0.656,0.782,774,1844
ftahzkui,0.234,0.282,0.463,165,1268
kmizncfg,0.073,0.925,0.774,410,899
xulxdzkk,0.754,0.01,0.614,401,466
jxuhveoh,0.089,0.701,0.423,384,853
lkvyazqp,0.764,0.379,0.749,636,1333
nkbmjcxs,0.659,0.32,0.98,818,942
nottwujp,0.929,0.853,0.948,566,1490
oqeromqt,0.782,0.616,0.097,903,1609
frhiirdq,0.882,0.76,0.215,978,1380
mjvbwylp,0.646,0.594,0.894,380,1138
lttnhhbz,0.437,0.223,0.411,972,1243
lsicriio,0.821,0.275,0.189,329,1714
rqxqaxxw,0.588,0.633,0.853,375,513
hrqcmced,0.106,0.111,0.602,956,1257
evduzjon,0.731,0.284,0.784,460,1551
rylcgcoh,0.396,0.885,0.939,921,1522
nuotbavl,0.439,0.407,0.427,457,1236
cmjqhhns,0.98,0.479,0.349,662,1057
csfjogdy,0.263,0.472,0.147,871,966
svxovfld,0.431,0.793,0.96,753,1925
jhfsthab,0.681,0.256,0.738,542,1313
ezipewcp,0.414,0.576,0.97,239,1073
ecuezkpr,0.893,0.842,0.432,747,1918
ilrvvxnk,0.4,0.241,0.56,418,1698
tnkalbwr,0.089,0.344,0.654,608,1950
ekbxonbx,0.092,0.987,0.015,550,1274
hgradbya,0.585,0.149,0.064,199,1210
qwptosst,0.792,0.16,0.889,632,1453
exrzkzly,0.209,0.196,0.799,471,1987
hptkknyp,0.732,0.974,0.52,955,1302
vlfjnrko,0.481,0.593,0.788,935,1816
wdshdenw,0.553,0.221,0.213,856,1863
lexcnbae,0.07,0.502,0.33,27,1641
vhwowdya,0.008,0.865,0.65,583,1787
msvqwqhp,0.059,0.25,0.41,714,1088
lmeljyki,0.342,0.388,0.507,624,900
zdylatff,0.822,0.679,0.474,886,1700
zxxybvly,0.732,0.454,0.733,324,1029
vjtbedjz,0.952,0.168,0.988,355,1639
stmgyvtw,0.208,0.946,0.954,512,967
hyqivcbc,0.932,0.03,0.424,101,1461
hdoradix,0.684,0.016,0.266,710,1870
dppytrwd,0.55,0.92,0.248,35,1288
agjrxeng,0.687,0.282,0.926,484,1904
sljmgxlq,0.257,0.477,0.338,386,754
tqpicpbc,0.812,0.331,0.477,94,1366
osqtvmzm,0.577,0.136,0.351,0,980
iioeukje,0.438,0.76,0.764,164,215
vzptudeb,0.297,0.908,0.075,999,1504
ygwxohog,0.842,0.105,0.783,649,722
smcylgxy,0.376,0.501,0.076,699,978
aefbzzcj,0.294,0.075,0.144,600,1369
pehpujjv,0.523,0.594,0.179,876,1269
wcipwmqy,0.219,0.278,0.443,777,1620
icpjhflp,0.8,0.474,0.724,957,1290
mhlguuzr,0.016,0.373,0.375,847,936
yfdrkzvu,0.277,0.26,0.582,696,1600
zbsmqjyn,0.665,0.192,0.374,636,1798
udjrsxso,0.701,0.172,0.073,302,1049
pjhwqfwg,0.167,0.57,0.8,957,1257
vwizhsdc,0.67,0.348,0.624,951,1760
aelutchw,0.011,0.675,0.95,324,981
uxmbgqyp,0.272,0.354,0.608,826,991
lmxjrcmc,0.584,0.255,0.84,746,782
anjpkpfd,0.854,0.446,0.839,21,1926
rtllyeok,0.292,0.509,0.968,749,947
xennnzmz,0.157,0.16,0.091,708,845
elabnkbx,0.143,0.425,0.055,622,1472
