name,elevation,aspect,horizontal_distance_to_roadways,time_in,time_out
gncjdkbt,0.704,0.283,0.085,307,1464
rabkixkk,0.683,0.297,0.091,96,1744
ibuhydye,0.6,0.144,0.131,218,1957
ynabgskk,0.489,0.578,0.181,625,1491
pydvgeue,0.496,0.539,0.173,229,1062
rysomych,0.497,0.511,0.169,849,1864
ibqmjwov,0.496,0.486,0.16,28,423
rartvzjl,0.491,0.478,0.126,799,988
nolzxacg,0.518,0.233,0.055,852,1545
hedzfbsi,0.238,0.961,0.004,971,1468
xddaimby,0.572,0.794,0.27,539,571
eftxleyy,0.694,0.275,0.091,142,566
gbpxcsaw,0.485,0.556,0.177,1,1441
qaiqcemg,0.486,0.483,0.122,302,1621
ycrqdkxu,0.519,0.253,0.059,685,1680
rwurkwjv,0.399,0.164,0.021,496,538
imvedkrv,0.246,0.814,0.009,72,520
iylmeatf,0.302,0.906,0.032,642,948
vsagccpr,0.688,0.986,0.133,177,1884
otsmhxlx,0.48,0.528,0.173,512,1078
fxmugyrp,0.48,0.506,0.139,790,1437
esalldoj,0.394,0.167,0.017,510,1767
arlzblpp,0.281,0.694,0.019,660,1809
ftaqkewy,0.756,0.339,0.319,254,1756
hmifvwro,0.716,0.208,0.094,333,1142
gqyryjcm,0.709,0.206,0.096,974,1381
clvshzyt,0.677,0.267,0.104,995,1848
lcznrdmy,0.595,0.092,0.145,985,1499
botiukbq,0.474,0.511,0.135,844,1074
luzcxstc,0.553,0.55,0.075,430,604
rjwrwmmr,0.294,0.661,0.023,921,1269
lkxggaok,0.619,0.867,0.515,660,1920
bhapktwy,0.631,0.183,0.095,243,1900
hhkcgjiw,0.501,0.192,0.013,916,1924
mjeutmsn,0.719,0.194,0.098,666,1438
zfbvgiwg,0.664,0.289,0.113,734,1525
gbczyams,0.654,0.308,0.117,832,872
npmztlzy,0.607,0.964,0.148,445,1967
pbbviosh,0.593,0.064,0.164,675,698
yfwrcudt,0.574,0.019,0.177,296,1377
xsidfyeh,0.551,0.497,0.079,505,632
dwwvmelb,0.55,0.444,0.083,756,1893
agpdrqgg,0.549,0.514,0.085,66,1040
pftzkfju,0.484,0.981,0.068,649,952
sfdnusry,0.41,0.106,0.043,869,1132
pqlhpcah,0.339,0.994,0.117,602,1306
jpamhhte,0.839,0.381,0.384,831,1780
qaghrwce,0.565,0.792,0.325,977,1950
sadzumic,0.686,0.239,0.109,368,1148
jnkflfvl,0.68,0.25,0.111,8,1664
wugdgnas,0.299,0.783,0.04,670,1249
nhdihxdg,0.318,0.247,0.085,738,1508
lbrgvlbf,0.591,0.314,0.34,880,1577
vnszwvmf,0.725,0.161,0.106,522,1028
atamfntf,0.723,0.178,0.106,228,790
unmoodqr,0.72,0.194,0.107,370,1913
hvvdbiib,0.708,0.2,0.109,964,1927
fywvvyaj,0.694,0.233,0.112,45,81
xpejhkgm,0.596,0.083,0.184,602,1041
bxdinnzo,0.583,0.053,0.186,150,1612
wqzhrydj,0.53,0.161,0.199,164,1516
hiurkxbq,0.469,0.081,0.183,6,629
ybmcfvni,0.54,0.425,0.087,742,1823
fywiluwl,0.254,0.786,0.006,70,696
vyqucjkh,0.686,0.231,0.118,974,1315
dedlriry,0.645,0.294,0.128,252,1154
rotvitcr,0.603,0.025,0.171,418,1727
rdqdmgsn,0.604,0.028,0.175,760,1180
mdybnhhq,0.451,0.361,0.093,78,140
zlrjlsmm,0.451,0.95,0.066,48,620
clybgdss,0.536,0.508,0.085,625,1981
utjjgkgv,0.536,0.519,0.087,273,1169
nedekbmh,0.42,0.111,0.056,707,1673
vavjgois,0.282,0.539,0.057,599,808
cqrtwpkf,0.338,0.094,0.093,860,1820
wtmmdolr,0.699,0.15,0.266,610,959
itzcuwav,0.654,0.856,0.196,851,1684
diurswyu,0.577,0.261,0.237,39,750
mufzrctv,0.601,0.642,0.424,836,1136
eraobmee,0.732,0.175,0.114,963,1736
pkznsolg,0.731,0.167,0.114,241,762
liapqdya,0.669,0.297,0.125,848,1282
madqrypi,0.607,0.031,0.175,600,1485
vxhzuvuf,0.485,0.697,0.063,595,867
eukaqyfu,0.53,0.514,0.085,505,1263
jqiahbdq,0.28,0.544,0.069,877,1297
citfhyih,0.285,0.506,0.068,621,633
biwmtacz,0.606,0.936,0.384,260,1749
vwclywir,0.72,0.206,0.12,359,1566
nrfmbfid,0.706,0.236,0.123,562,1554
vlshelei,0.691,0.264,0.125,274,568
ofmvlcbi,0.636,0.081,0.169,530,1979
qodocvoy,0.523,0.525,0.087,268,835
idhikamu,0.52,0.106,0.093,643,1553
dbqqytxx,0.404,0.078,0.042,15,1810
suijtujb,0.395,0.056,0.032,284,746
dcyzoyrp,0.393,0.114,0.03,713,960
wkkvnejp,0.275,0.425,0.054,890,1283
iakukmag,0.275,0.494,0.074,983,1142
ehptxmoo,0.274,0.503,0.059,828,1169
fdjhmtec,0.277,0.522,0.048,349,1422
bfkggyav,0.305,0.861,0.004,295,910
ruguftwh,0.343,0.853,0.081,36,937
dmqjimww,0.664,0.1,0.223,39,157
fqadrmyr,0.728,0.197,0.123,992,1687
ezhdpjlg,0.661,0.261,0.135,2,1222
ojstzgtl,0.455,0.658,0.054,601,1644
hjkbuijb,0.493,0.592,0.077,452,1133
okqctczh,0.516,0.503,0.094,337,1222
myfphpyp,0.518,0.533,0.1,774,1465
pbxeaece,0.522,0.511,0.107,127,544
hswujsrd,0.512,0.172,0.097,589,1849
ofjlrfsg,0.51,0.15,0.097,855,1045
ehxgcwzh,0.492,0.328,0.093,32,1310
hebsikgc,0.79,0.867,0.448,641,1334
zbkvqfmh,0.742,0.222,0.32,373,1041
oqurprtd,0.52,0.589,0.107,998,1348
itzveobj,0.513,0.211,0.101,853,1271
irbbcdiy,0.256,0.522,0.081,38,496
pkysqpfn,0.242,0.231,0.032,270,1605
sdbtwvpl,0.81,0.769,0.438,609,1602
maqercgf,0.583,0.275,0.152,687,924
czkjdamd,0.586,0.95,0.315,748,1891
ydlvsgbi,0.657,0.2,0.144,167,1349
jaccuvif,0.495,0.569,0.092,724,901
mqpzmjho,0.508,0.542,0.111,931,1717
gcfqhyvd,0.514,0.583,0.114,20,1171
tgbtycrd,0.516,0.636,0.112,886,1228
thquoyrp,0.523,0.55,0.107,423,1187
uyngluwa,0.403,0.069,0.047,463,773
fnbdaqtp,0.35,0.375,0.081,522,544
vrjkibte,0.344,0.347,0.075,496,1042
osqargvj,0.83,0.225,0.398,875,1784
venfmaae,0.741,0.172,0.32,249,601
otjjyxmb,0.736,0.289,0.135,251,303
rkvxwozz,0.494,0.536,0.1,215,422
ekhkbjii,0.496,0.539,0.109,336,794
ugmgjfgc,0.5,0.547,0.114,637,872
svkecejj,0.287,0.725,0.019,794,1116
kdpvnrew,0.326,0.258,0.051,653,819
sjwgnart,0.313,0.894,0.059,42,998
ujelclqc,0.805,0.131,0.37,213,1926
dixeqrrs,0.579,0.839,0.336,744,1640
najdyqzu,0.598,0.208,0.404,440,1481
vdlcrepd,0.743,0.233,0.139,467,860
tpeufiaa,0.657,0.933,0.174,88,1447
puryeplk,0.607,0.1,0.222,384,787
sfmreeuw,0.501,0.042,0.195,467,1332
idsinots,0.481,0.592,0.098,395,829
jexukfnz,0.489,0.494,0.107,137,893
xomztvey,0.514,0.45,0.114,779,1495
vhgmrycc,0.515,0.983,0.114,610,975
zdrmheao,0.515,0.017,0.114,3,1241
ibpeoxkg,0.507,0.167,0.11,811,1813
soxmajfx,0.256,0.325,0.068,865,986
hyjlkhzk,0.342,0.419,0.072,896,1788
apkawkre,0.568,0.553,0.204,764,1172
eosgsoto,0.58,0.85,0.262,769,1976
pzlrqahn,0.738,0.239,0.143,229,551
xrtlqlkl,0.717,0.306,0.145,216,1974
ezsqtrjk,0.514,0.133,0.22,230,1781
mxixuitk,0.503,0.061,0.196,833,1847
hmowgybj,0.476,0.611,0.102,917,1068
rvzfzgaq,0.479,0.583,0.104,234,1511
dhwvargo,0.482,0.519,0.107,76,1648
uwrvmrpp,0.496,0.661,0.124,455,852
fhwlvoet,0.514,0.708,0.124,430,1010
gkgpypsm,0.29,0.789,0.025,500,1852
jgqbqqph,0.343,0.217,0.07,967,1556
jtkleaum,0.651,0.244,0.618,316,1339
rvhtcdrm,0.629,0.05,0.578,823,1976
cujnsntr,0.599,0.086,0.395,825,1883
sbnnywcv,0.611,0.208,0.347,646,1048
mqwzxspu,0.513,0.894,0.24,480,1317
twywhcrx,0.441,0.331,0.071,422,499
wijkjkfa,0.434,0.172,0.068,932,1118
xqnwhwkm,0.431,0.1,0.067,157,1499
ufvzuojx,0.478,0.55,0.119,151,1168
ajrhzcxj,0.486,0.658,0.124,467,1319
fflhitgu,0.517,0.108,0.121,670,1404
xpwudkop,0.513,0.131,0.119,146,1273
edkfdwee,0.433,0.1,0.075,349,505
ajvibfcc,0.272,0.864,0.04,1000,1169
nmlxbrij,0.275,0.894,0.038,851,1676
aefflopr,0.353,0.153,0.07,315,974
peamhwnm,0.699,0.564,0.152,5,985
ctstetmp,0.561,0.514,0.187,380,543
rswyumxl,0.743,0.222,0.152,653,719
kbmsadrf,0.668,0.936,0.185,406,1943
ajizfafu,0.465,0.628,0.107,595,1822
jlbqqjcd,0.472,0.503,0.113,189,1963
yopjikot,0.517,0.061,0.124,983,1745
cohjabzl,0.438,0.167,0.08,639,1007
sfxavlns,0.431,0.167,0.077,295,1379
klmlqmhj,0.256,0.367,0.075,458,1683
ubtwxteg,0.275,0.864,0.043,466,1277
xdwsxzoq,0.352,0.142,0.064,540,1163
xcohvklo,0.699,0.864,0.173,701,1835
ayflpjix,0.598,0.083,0.32,336,1447
vnysqttc,0.747,0.261,0.156,627,1895
ylzoetzs,0.571,0.075,0.244,953,968
cnnaoake,0.442,0.142,0.08,869,1766
wihsanmw,0.466,0.522,0.115,699,1521
eaybhauq,0.473,0.656,0.128,943,1900
cyyljzfv,0.513,0.078,0.126,420,492
zwbqchvb,0.441,0.225,0.084,509,525
tzncerub,0.258,0.983,0.064,508,1468
lxluhufp,0.677,0.856,0.543,143,955
stjjsguf,0.604,0.025,0.324,888,1903
gnxpaypc,0.443,0.05,0.084,637,1853
tbkogunm,0.449,0.631,0.112,398,1512
tzjlmlft,0.458,0.539,0.117,533,1046
grwhhnij,0.459,0.514,0.119,974,986
cpecutid,0.462,0.592,0.126,392,431
yrixsgzp,0.482,0.742,0.136,612,1980
nqcdayvo,0.51,0.739,0.141,644,1951
ekcdnkgh,0.438,0.306,0.089,101,784
ftlojhei,0.692,0.117,0.22,814,1145
ggnrcayh,0.746,0.294,0.164,378,1999
niybxblu,0.454,0.317,0.101,220,1733
fodequkg,0.449,0.578,0.117,824,1043
lvxzrsvr,0.467,0.747,0.134,364,780
xecxbvzn,0.499,0.739,0.145,152,162
xgwyoste,0.509,0.672,0.145,292,1748
lerzfnhq,0.42,0.433,0.079,917,929
cqyxkoqc,0.412,0.219,0.068,236,1834
mwlcjnkp,0.308,0.061,0.101,371,1827
udnmzhrj,0.277,0.15,0.087,230,1860
qszfjrmq,0.272,0.022,0.082,457,526
geemilgc,0.267,0.044,0.075,43,654
szfradgh,0.266,0.033,0.072,731,1750
ykdimrje,0.364,0.033,0.057,47,1427
qycovmyi,0.784,0.797,0.462,577,1084
qrzueaoa,0.569,0.225,0.071,665,1408
zphvnbqc,0.681,0.944,0.191,340,678
efrezkun,0.447,0.564,0.126,719,1921
zmbewtjk,0.468,0.792,0.138,360,1637
khgziafi,0.494,0.722,0.147,582,879
yadngryk,0.503,0.647,0.151,940,1872
rwgelnzd,0.506,0.611,0.149,158,1125
pghyvxqf,0.278,0.033,0.085,19,757
qhqwhjyx,0.699,0.822,0.54,919,1042
vagsdtlb,0.549,0.525,0.157,931,1558
cjuspakf,0.618,0.106,0.323,7,959
kugzjegs,0.425,0.211,0.099,818,1979
ioviieax,0.443,0.619,0.13,679,912
yompzhhz,0.469,0.789,0.141,767,1165
yrljoyxr,0.474,0.789,0.143,629,1020
skrofgcl,0.424,0.303,0.098,625,749
omwktted,0.705,0.186,0.606,355,679
hplwqgto,0.759,0.858,0.484,844,1010
lpntsduz,0.577,0.875,0.251,987,1666
hwsqwezu,0.433,0.567,0.128,198,647
zurtpwgo,0.435,0.583,0.131,512,925
xwyqozld,0.449,0.7,0.138,968,1128
zlpudnkt,0.482,0.639,0.151,292,1558
lmxqjjiq,0.475,0.108,0.149,944,1118
gwovlymh,0.416,0.344,0.096,862,1636
wvuxuuri,0.279,0.806,0.051,817,1383
ftzmnrvj,0.718,0.083,0.243,74,1969
ihdyalad,0.602,0.794,0.353,706,1670
vusyxwxh,0.604,0.153,0.261,601,712
evmznfbx,0.571,0.139,0.274,694,1265
hgfyarwz,0.427,0.592,0.129,78,1422
viwlxqfh,0.432,0.6,0.134,364,1462
osxdkbxy,0.438,0.631,0.138,377,566
ejsudnny,0.447,0.65,0.141,724,1897
gszbcqyp,0.452,0.656,0.143,271,1374
ictatfaq,0.463,0.644,0.147,869,1181
lqbkepds,0.468,0.633,0.149,196,1345
rgbjtsbf,0.472,0.619,0.151,934,1351
mxatqesu,0.437,0.189,0.11,623,866
vncedyhg,0.434,0.161,0.109,740,988
veuklrwf,0.425,0.178,0.106,378,582
menqtrzr,0.399,0.447,0.078,243,1971
wnpjtjst,0.392,0.408,0.066,747,1323
tchqcatq,0.275,0.228,0.087,742,1477
czywqgox,0.261,0.681,0.095,124,1996
pqyucbvp,0.292,0.789,0.104,281,1211
caqxnqss,0.302,0.981,0.098,674,1534
jibpetvz,0.28,0.797,0.052,527,1192
nmgxlqpd,0.326,0.858,0.018,100,1425
kvygxmrr,0.512,0.656,0.11,890,1212
iwwhtzrp,0.596,0.008,0.27,342,1703
fbhexihs,0.553,0.253,0.278,306,1419
smpoerxk,0.452,0.608,0.149,454,1273
xxxvbcxm,0.457,0.608,0.151,539,980
mgxeyxem,0.472,0.55,0.158,59,1641
iiioewtr,0.476,0.564,0.162,739,1573
eugmyehu,0.49,0.353,0.161,192,738
xxuqajce,0.476,0.089,0.136,360,1138
lcrbwtwu,0.303,0.064,0.098,579,612
pxgtfdvn,0.3,0.033,0.094,220,866
oiwctugf,0.287,0.792,0.049,898,962
jgaobvym,0.684,0.781,0.558,233,1535
eehcjdui,0.777,0.856,0.491,877,1866
plblracc,0.793,0.881,0.483,225,1224
xhyngybd,0.842,0.875,0.452,650,702
tgcrkiir,0.701,0.108,0.207,579,1647
noyqtlfh,0.592,0.233,0.283,176,1713
yxgmjkai,0.466,0.125,0.131,136,222
gigvzwlh,0.459,0.575,0.158,708,1914
oiiodblw,0.467,0.558,0.164,510,1128
ignncbex,0.457,0.4,0.124,959,1395
kozsolgt,0.32,0.153,0.115,262,716
gulrjtwn,0.288,0.811,0.051,955,956
kofdfemm,0.672,0.036,0.575,215,314
srrzgqks,0.614,0.178,0.089,692,1758
dfxtnfuj,0.468,0.172,0.137,142,476
kwfjctgy,0.424,0.561,0.15,30,1702
pxlvglty,0.429,0.569,0.153,414,1719
paaqovnl,0.432,0.581,0.155,267,1024
xkpvrihz,0.466,0.564,0.172,685,1262
xuuiexdz,0.287,0.025,0.06,163,1256
mhdqgvzk,0.317,0.886,0.039,398,1287
pdtdgels,0.739,0.428,0.571,155,885
suanihwr,0.692,0.792,0.558,120,1060
bmjwukho,0.518,0.511,0.138,299,873
bunkhnze,0.609,0.033,0.279,170,1753
lvdxzfrb,0.445,0.003,0.122,626,1346
yqvyadsg,0.453,0.572,0.172,223,326
pavvflal,0.452,0.456,0.132,671,1486
oldqdgbn,0.298,0.122,0.07,129,1772
wiuitcca,0.319,0.886,0.045,176,1093
doppsfvo,0.737,0.458,0.565,348,1988
xpfgqejj,0.672,0.936,0.63,247,1725
agbegvoa,0.684,0.956,0.571,501,1467
xpaidasb,0.466,0.608,0.088,833,1496
tagmsjol,0.583,0.836,0.251,619,651
saryynrn,0.45,0.575,0.177,966,1315
csvwfemh,0.47,0.458,0.155,399,1073
viqaekqx,0.326,0.881,0.048,22,1470
dzjrquuo,0.734,0.431,0.564,724,1118
kusdqffx,0.703,0.061,0.6,724,958
xvlzbgpr,0.689,0.994,0.573,421,593
mtvzpocs,0.796,0.086,0.308,437,1715
dforizim,0.607,0.794,0.36,373,1938
zzwheump,0.624,0.031,0.28,463,1061
bksqbqqk,0.621,0.117,0.272,20,1142
knagmkoe,0.415,0.356,0.162,451,1144
eizayrfx,0.469,0.486,0.166,827,1974
dgkcdamx,0.467,0.458,0.16,809,1157
kcsohxwl,0.437,0.236,0.128,669,992
bavagmba,0.694,0.022,0.579,746,928
gwmnayef,0.798,0.758,0.499,134,1291
xmpmguqf,0.63,0.964,0.292,320,721
obnfuqsg,0.624,0.064,0.27,754,1255
gyyknrpw,0.429,0.592,0.181,934,1161
vdbfsdcv,0.437,0.578,0.185,762,1393
inzzwxrg,0.487,0.181,0.183,474,824
kygdjkfu,0.459,0.45,0.158,203,1304
lnbtkmyo,0.441,0.481,0.142,527,543
eelokkgu,0.346,0.853,0.051,621,893
pzfgsfee,0.73,0.458,0.55,357,1073
bmxzxbus,0.704,0.819,0.63,993,1902
rarywfuf,0.713,0.958,0.611,146,1557
vjeepldu,0.748,0.753,0.532,563,1381
hpwxeoup,0.562,0.825,0.217,619,681
cbisbvex,0.549,0.328,0.308,218,764
evnrjgol,0.415,0.142,0.105,505,1240
hllvwamo,0.374,0.936,0.047,587,793
amxqtxvg,0.778,0.617,0.536,893,1470
yfrbfcex,0.729,0.419,0.544,732,818
ibimangf,0.71,0.881,0.628,662,1732
rhxblkik,0.396,0.65,0.066,634,1101
fefyfajy,0.672,0.117,0.274,75,687
eqtrftfv,0.556,0.233,0.289,626,1276
dpolxzls,0.463,0.981,0.14,196,1072
ssgcsdpe,0.418,0.1,0.175,741,1966
ygsyapvm,0.423,0.572,0.192,205,1820
ryyoawem,0.434,0.472,0.143,998,1498
vyutsmzj,0.422,0.194,0.117,675,1629
muwpgexe,0.359,0.922,0.121,667,862
vunqgcms,0.376,0.867,0.053,105,1368
ijrnifpf,0.38,0.936,0.051,835,1852
haceiuvx,0.69,0.844,0.619,847,1859
skgfedpp,0.713,0.894,0.63,399,553
uxtragab,0.718,0.797,0.555,955,1383
gboieoii,0.419,0.592,0.085,162,1803
hveqedsl,0.448,0.397,0.198,41,1744
fdkdmeyp,0.449,0.364,0.168,113,1893
nleuzgtj,0.435,0.208,0.156,652,986
yzqtlyvc,0.433,0.25,0.155,563,891
obgwpmbe,0.348,0.994,0.126,90,235
dkekgkzt,0.676,0.8,0.606,700,1436
xyetdlog,0.472,0.089,0.153,819,1784
zptruudo,0.445,0.111,0.168,58,519
jveiyefh,0.413,0.558,0.202,688,1624
csnfsrap,0.421,0.286,0.12,817,1674
bctwtfec,0.403,0.35,0.101,861,1262
tmetupwd,0.702,0.325,0.555,316,1214
zmdpejlr,0.687,0.333,0.568,613,910
cvfvbvup,0.716,0.886,0.623,364,1881
khxqjdwx,0.553,0.256,0.047,954,1577
hqsrjlpi,0.497,0.097,0.187,119,995
vcsfewpk,0.474,0.175,0.156,107,1713
jsecwknr,0.469,0.114,0.161,110,1713
bcdmgmpg,0.428,0.294,0.16,444,1458
uneozllf,0.424,0.45,0.155,279,1156
mptbmajn,0.422,0.494,0.146,918,1262
wbaciutv,0.42,0.361,0.123,364,753
uoebmsjj,0.75,0.292,0.521,644,1340
jacztdbn,0.716,0.139,0.542,526,644
jyvmdacv,0.704,0.264,0.55,522,750
hvvryjsf,0.696,0.228,0.558,759,1179
bzrbnwyu,0.498,0.672,0.207,261,648
ihebbhne,0.42,0.422,0.128,553,1474
uqjceeen,0.405,0.35,0.113,20,1593
wttowzlb,0.398,0.342,0.107,504,1850
nhqyqqam,0.338,0.539,0.013,780,1913
qdygfsgs,0.678,0.861,0.591,482,1951
zfdyzodl,0.683,0.856,0.595,453,836
ahqfzzpf,0.527,0.272,0.032,904,1742
jopgjqnb,0.405,0.125,0.207,180,1980
snnonkuk,0.419,0.381,0.161,896,1808
jhcixxlb,0.417,0.433,0.158,91,531
hurabutz,0.376,0.306,0.091,367,1579
qhrqsajd,0.365,0.003,0.056,418,551
winlfexc,0.353,0.078,0.053,629,1936
nljvwnfb,0.348,0.067,0.043,121,534
kmxhdqir,0.338,0.95,0.015,760,1355
gsyvcvnm,0.368,0.992,0.108,866,1628
aouvxuem,0.368,0.003,0.11,364,1164
wigpctah,0.369,0.931,0.11,909,1182
gjcafnvu,0.737,0.061,0.518,486,668
zukwkeae,0.729,0.072,0.523,36,771
wzeofife,0.81,0.211,0.297,613,955
zxozlpgo,0.573,0.733,0.229,278,1996
hnckakjq,0.63,0.711,0.24,314,1461
apljaszx,0.412,0.203,0.205,460,1236
psouwqqa,0.36,0.042,0.055,847,1361
tqffrjnp,0.343,0.106,0.028,267,428
tjgyjuda,0.339,0.092,0.018,0,1528
nxniqysb,0.773,0.208,0.505,656,1958
htgiczba,0.75,0.131,0.51,18,59
erqwdlxa,0.731,0.044,0.518,46,938
brynsiml,0.63,0.961,0.288,642,1260
xqefunkx,0.411,0.042,0.213,980,1856
fzjepjnh,0.41,0.044,0.215,474,1540
yychpjxl,0.503,0.617,0.219,439,1047
znmxnbwr,0.397,0.375,0.121,626,877
xpsgyzpv,0.378,0.297,0.099,181,1979
hejcmtch,0.373,0.028,0.063,62,629
ruyvjgxn,0.364,0.031,0.06,490,712
zjctdeuf,0.346,0.097,0.03,732,1229
veipptza,0.735,0.028,0.515,746,1407
dancvtww,0.609,0.067,0.317,625,1655
eqgqlhmp,0.623,0.892,0.335,440,1603
xcpwehte,0.68,0.042,0.315,337,1223
bhafloqu,0.646,0.425,0.335,24,1282
nxaoxobm,0.42,0.25,0.205,888,1104
coiwpjnr,0.418,0.111,0.207,304,587
txieemgn,0.391,0.383,0.119,281,521
jgbdjduh,0.369,0.136,0.092,42,1025
jhnstadt,0.368,0.006,0.089,190,1321
akrufqmf,0.351,0.092,0.033,672,1452
zhvtydpu,0.382,0.083,0.097,347,687
oxvehyvw,0.763,0.1,0.5,891,1065
ffhykltf,0.76,0.075,0.501,698,1116
hmhxjxci,0.747,0.108,0.506,982,1410
ojytzzzl,0.908,0.122,0.374,960,1793
btkiesqf,0.811,0.272,0.299,877,1024
rwowwwsi,0.584,0.356,0.089,319,1753
ukqcdsbx,0.422,0.008,0.215,370,1084
mmthfwbd,0.444,0.594,0.229,674,1669
tqiaumec,0.409,0.533,0.165,378,491
fsvevukq,0.41,0.531,0.161,801,1863
pschfitb,0.381,0.342,0.111,415,460
coirhxeu,0.378,0.328,0.108,903,1764
nbebbdjq,0.371,0.15,0.098,916,1189
qlcxfdfn,0.37,0.969,0.092,928,1359
ksayvwaq,0.38,0.05,0.07,682,1376
xydwyusy,0.362,0.072,0.042,352,1628
vetswwaa,0.382,0.047,0.092,930,1815
hjdfzwui,0.768,0.1,0.496,126,1231
qvclgrnt,0.745,0.008,0.508,405,931
bmiaynjq,0.786,0.147,0.588,96,193
qwudijis,0.689,0.369,0.184,781,1239
wikqtdmy,0.401,0.058,0.101,443,1194
suzrmgki,0.61,0.314,0.212,441,1693
fxmbtmxf,0.69,0.014,0.335,15,1305
uakrrdnc,0.442,0.417,0.195,210,1269
cfdkjumq,0.431,0.408,0.2,218,1472
gzpzruvh,0.426,0.35,0.206,16,843
aysritwm,0.398,0.428,0.145,441,472
acwjxdjt,0.383,0.044,0.073,541,680
hzhehfru,0.381,0.047,0.072,611,1639
wopwlesa,0.375,0.039,0.059,746,839
ybwivmtx,0.368,0.069,0.045,795,1896
lsdqvzzu,0.783,0.217,0.489,880,1495
xvkkbjhd,0.633,0.986,0.265,739,957
fzwdizrh,0.545,0.15,0.29,111,1503
bhytrrii,0.427,0.956,0.209,823,1786
nectoufn,0.431,0.961,0.218,425,608
ntipxpzc,0.391,0.392,0.14,739,878
ruzobccv,0.38,0.192,0.117,349,1842
kxsamfdw,0.38,0.958,0.091,689,990
uispxila,0.348,0.167,0.035,404,812
tvvjphho,0.752,0.106,0.493,840,1489
najhysyt,0.752,0.003,0.495,114,693
zhzyosxz,0.878,0.233,0.346,262,1557
psvioirh,0.681,0.281,0.348,110,1091
xrfvwxlf,0.565,0.142,0.363,108,899
ignniswk,0.547,0.153,0.293,125,1104
qnrfrlgs,0.43,0.175,0.206,634,1274
ublvxhwg,0.429,0.019,0.209,821,1047
wsjknpic,0.429,0.961,0.211,258,406
tarpormd,0.432,0.939,0.215,452,1942
oxextdcx,0.435,0.95,0.219,63,1151
nhtkrlgv,0.4,0.417,0.17,510,729
llayanjs,0.399,0.433,0.167,204,530
axvlfimq,0.391,0.403,0.146,31,705
pcevlszd,0.382,0.058,0.054,934,1701
hfgscyyh,0.342,0.181,0.038,537,1441
jllmaomt,0.794,0.172,0.48,942,1265
cxdwhydg,0.779,0.189,0.568,328,1061
lsvojhqk,0.567,0.142,0.075,282,411
srcyogmy,0.625,0.831,0.285,818,1536
ktgaoyhi,0.638,0.125,0.259,510,1940
enwquwcq,0.454,0.367,0.194,105,1239
ldzabyox,0.433,0.919,0.217,154,465
dfftswku,0.437,0.931,0.221,453,1083
nloubhfu,0.444,0.994,0.229,22,1567
jhzccbsk,0.422,0.611,0.245,421,1125
figcgzeh,0.463,0.497,0.236,237,1489
qidnvbgr,0.393,0.414,0.166,753,823
zzylstzc,0.39,0.489,0.156,956,1306
pjyzjyxf,0.39,0.439,0.152,343,1141
eppbaygb,0.386,0.978,0.138,250,682
qqzozbhd,0.387,0.036,0.132,555,1058
jvqjdmcf,0.385,0.089,0.125,216,1435
psentshg,0.386,0.928,0.098,932,1608
rxzsggkh,0.393,0.011,0.08,156,1981
exslfosw,0.393,0.025,0.073,97,776
drkvbgfh,0.787,0.133,0.477,472,766
zrqruiqx,0.783,0.144,0.478,181,1521
ksuexxyj,0.807,0.256,0.602,221,1785
kpodlqii,0.483,0.842,0.169,575,819
zlayggxo,0.542,0.894,0.2,763,906
hdzihdko,0.623,0.856,0.194,720,1558
uvzfpasb,0.649,0.336,0.359,491,1063
mrdwhbvo,0.55,0.014,0.263,159,1537
nqkpupkd,0.435,0.939,0.219,231,915
oknlwrhg,0.389,0.403,0.168,662,1466
auonffed,0.387,0.475,0.165,938,1263
mahgshec,0.388,0.95,0.138,702,707
chpawkbh,0.398,0.025,0.085,967,1351
ljsdwfqx,0.322,0.136,0.034,954,1043
xrpfpmjf,0.781,0.164,0.475,131,866
bexecphm,0.774,0.167,0.477,127,1401
dhuyxabx,0.573,0.181,0.375,54,107
syhnhqao,0.439,0.072,0.218,687,1170
ryfctfje,0.437,0.975,0.221,812,1536
zcdzdlxa,0.453,0.953,0.234,198,1238
fqnmjfvd,0.443,0.283,0.217,604,1152
uoildiug,0.386,0.419,0.171,542,878
ejrfazxe,0.385,0.531,0.167,190,307
cefjklkg,0.388,0.556,0.16,887,1190
tvrwohaf,0.389,0.089,0.128,220,1509
bprtalqf,0.396,0.992,0.094,732,1915
wayqgksh,0.333,0.156,0.053,395,1437
itnljpcu,0.326,0.228,0.045,885,1852
cffvpfkg,0.762,0.931,0.484,952,1105
jgngwdjl,0.608,0.3,0.372,648,952
nzudejal,0.443,0.886,0.228,564,676
jmsojlbi,0.449,0.875,0.232,840,978
cfdnrfdr,0.452,0.889,0.234,605,1947
gemfuikg,0.439,0.283,0.22,298,413
aumdiyek,0.418,0.364,0.217,536,1435
qsfhuuol,0.396,0.967,0.104,35,1563
oypzkded,0.396,0.031,0.099,411,1910
nzhppsov,0.397,0.125,0.069,772,1848
fgrrltck,0.767,0.081,0.473,849,1082
hbfgvzxh,0.44,0.294,0.121,136,1056
giowsnno,0.415,0.278,0.134,763,1729
mymqmvxf,0.467,0.261,0.211,179,1039
zyahcxva,0.444,0.092,0.226,467,1463
hdjxmzcp,0.452,0.881,0.236,321,774
